                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     13,                 3.1269,                 3.6536,                 3.6526,                0.00221,                0.14351,                0.00471,                0.00105,                 3.1084,                 4.9488,                 4.4169,             0.00085141,             0.00085141,             0.00085141
                     14,                 3.0097,                 3.6656,                 3.5929,                0.00275,                0.16547,                0.00502,                0.00101,                 3.1216,                 5.0029,                 4.4653,              0.0009043,              0.0009043,              0.0009043
                     15,                  3.016,                 3.6394,                 3.5779,                0.00284,                0.14477,                 0.0043,                0.00093,                 3.1265,                 4.9936,                 4.5094,             0.00091852,             0.00091852,             0.00091852
                     16,                 3.0406,                 3.5611,                  3.501,                0.00233,                0.14099,                0.00214,                0.00054,                   3.12,                   4.97,                   4.53,             0.00091852,             0.00091852,             0.00091852
                     17,                 2.8503,                 3.5616,                 3.4203,                0.00203,                0.13847,                0.00252,                0.00071,                 3.1149,                  4.931,                 4.5233,             0.00090477,             0.00090477,             0.00090477
                     18,                 2.9184,                 3.5183,                 3.4173,                0.00407,                0.15374,                0.00442,                0.00112,                 3.0347,                 4.7797,                 4.3766,             0.00089102,             0.00089102,             0.00089102
                     19,                 2.8965,                 3.4387,                 3.3634,                0.02769,                0.08547,                0.01207,                0.00298,                  2.898,                 4.3347,                 4.0229,             0.00087727,             0.00087727,             0.00087727
                     20,                 2.8649,                 3.4304,                 3.3405,                0.25549,                0.08013,                0.02584,                0.00757,                 2.7691,                 3.9991,                 3.7696,             0.00086352,             0.00086352,             0.00086352
                     21,                 2.8069,                  3.338,                 3.2439,                0.24199,                  0.111,                0.03123,                 0.0091,                 2.7081,                 3.8854,                 3.5993,             0.00084978,             0.00084978,             0.00084978
                     22,                 2.7795,                 3.4352,                 3.2679,                0.25482,                0.20414,                0.04304,                0.01473,                 2.5852,                 4.0988,                 3.4222,             0.00083603,             0.00083603,             0.00083603
                     23,                 2.7266,                 3.4073,                  3.193,                0.53377,                0.10009,                0.07381,                0.02546,                 2.5591,                 3.8132,                 3.3146,             0.00082228,             0.00082228,             0.00082228
                     24,                 2.7005,                 3.3705,                 3.1406,                0.61109,                0.11084,                0.08932,                0.03237,                 2.4994,                  3.713,                 3.1491,             0.00080853,             0.00080853,             0.00080853
                     25,                 2.6667,                 3.2543,                 3.0946,                0.33796,                0.14503,                0.09315,                0.03326,                 2.4969,                 4.0337,                 3.1146,             0.00079478,             0.00079478,             0.00079478
                     26,                 2.6438,                 3.2502,                 3.0758,                0.38166,                0.14322,                0.09454,                0.03431,                 2.5174,                 4.3392,                 3.1015,             0.00078103,             0.00078103,             0.00078103
                     27,                 2.6057,                 3.1908,                 3.0161,                0.07352,                 0.2464,                0.08946,                0.03158,                 2.4543,                  3.922,                 3.1446,             0.00076728,             0.00076728,             0.00076728
                     28,                 2.5664,                 3.2645,                 3.0205,                0.30876,                 0.1565,                0.12107,                0.04773,                 2.3822,                 3.3056,                  3.071,             0.00075354,             0.00075354,             0.00075354
                     29,                 2.5614,                 3.1134,                 2.9641,                0.34763,                 0.1788,                0.13481,                0.05109,                 2.3652,                 3.3135,                 3.0362,             0.00073979,             0.00073979,             0.00073979
                     30,                 2.5528,                 3.1187,                 2.9684,                0.37808,                0.19371,                0.12361,                0.04954,                 2.3749,                 3.6892,                 3.0039,             0.00072604,             0.00072604,             0.00072604
                     31,                 2.4693,                 3.0918,                 2.9416,                 0.1603,                0.23664,                0.11806,                0.04662,                 2.3449,                 3.2721,                 2.9572,             0.00071229,             0.00071229,             0.00071229
                     32,                 2.4966,                 3.1526,                 2.9423,                0.33628,                0.24411,                0.14267,                0.05579,                 2.3172,                 3.1234,                 2.9132,             0.00069854,             0.00069854,             0.00069854
                     33,                  2.485,                 3.0537,                 2.8755,                0.44463,                0.16782,                0.14092,                0.05766,                 2.3007,                  3.184,                 2.8923,             0.00068479,             0.00068479,             0.00068479
                     34,                 2.3888,                 3.0189,                 2.8673,                0.15073,                 0.3389,                 0.1385,                0.05727,                  2.267,                 3.3116,                 2.8879,             0.00067104,             0.00067104,             0.00067104
                     35,                 2.4022,                 2.9778,                  2.856,                0.60445,                0.19104,                0.18952,                0.07511,                 2.2342,                 3.0401,                 2.8779,              0.0006573,              0.0006573,              0.0006573
                     36,                 2.3263,                 2.9677,                 2.8147,                0.60425,                0.18817,                0.21273,                0.09083,                 2.1582,                 2.9658,                 2.8221,             0.00064355,             0.00064355,             0.00064355
                     37,                 2.2722,                 2.8673,                 2.7578,                0.65326,                0.16807,                0.22343,                0.09566,                 2.1497,                 2.9264,                 2.8058,              0.0006298,              0.0006298,              0.0006298
                     38,                 2.2474,                 2.9052,                 2.7595,                0.61924,                0.17727,                0.19557,                 0.0867,                 2.1407,                 2.9248,                 2.8101,             0.00061605,             0.00061605,             0.00061605
                     39,                 2.3179,                   2.92,                  2.794,                0.51652,                0.23733,                0.23893,                0.10208,                 2.1119,                 2.8589,                 2.7769,              0.0006023,              0.0006023,              0.0006023
                     40,                 2.2773,                 2.8352,                 2.7337,                0.64535,                0.21405,                0.24669,                0.10989,                 2.0606,                 2.8159,                 2.7548,             0.00058855,             0.00058855,             0.00058855
                     41,                 2.2121,                 2.7359,                 2.6769,                0.75341,                0.19395,                0.23988,                0.10868,                 2.0235,                 2.8279,                 2.7245,              0.0005748,              0.0005748,              0.0005748
                     42,                 2.1885,                 2.7493,                 2.6766,                0.75613,                0.17942,                0.25648,                0.11617,                 1.9962,                 2.8385,                   2.67,             0.00056105,             0.00056105,             0.00056105
                     43,                  2.231,                 2.6489,                  2.681,                 0.4318,                0.30967,                0.26513,                0.11645,                 1.9818,                 2.7928,                 2.6535,             0.00054731,             0.00054731,             0.00054731
                     44,                 2.1662,                 2.6624,                 2.6505,                0.42914,                 0.2625,                0.24694,                0.11483,                 1.9699,                 2.8249,                 2.6502,             0.00053356,             0.00053356,             0.00053356
                     45,                 2.1641,                 2.6709,                 2.6439,                0.24821,                0.29546,                0.25109,                 0.1176,                  1.969,                 2.7942,                 2.6607,             0.00051981,             0.00051981,             0.00051981
                     46,                  2.132,                 2.6039,                 2.6075,                0.28839,                0.28334,                0.27653,                0.13116,                 1.9621,                 2.7148,                 2.6432,             0.00050606,             0.00050606,             0.00050606
                     47,                 2.1334,                   2.61,                 2.6282,                0.48932,                0.24354,                0.28718,                 0.1322,                 1.9858,                 2.7178,                 2.6354,             0.00049231,             0.00049231,             0.00049231
                     48,                 2.0989,                 2.6234,                 2.5885,                0.25582,                0.32156,                 0.3063,                0.14413,                 1.9175,                 2.6703,                 2.5816,             0.00047856,             0.00047856,             0.00047856
                     49,                 2.1167,                 2.6182,                 2.5685,                0.57323,                0.25733,                0.32159,                 0.1507,                 1.8949,                 2.5841,                 2.5653,             0.00046481,             0.00046481,             0.00046481
                     50,                 2.0135,                 2.5434,                 2.5292,                0.65268,                0.30128,                0.31062,                0.15019,                  1.849,                 2.5919,                 2.5547,             0.00045107,             0.00045107,             0.00045107
                     51,                 2.0537,                 2.4621,                  2.549,                0.45879,                0.32391,                0.32394,                0.15743,                 1.8385,                 2.5873,                 2.5622,             0.00043732,             0.00043732,             0.00043732
                     52,                 2.1277,                 2.5501,                 2.5956,                0.51461,                0.32328,                0.32557,                0.16413,                 1.8216,                   2.57,                 2.5485,             0.00042357,             0.00042357,             0.00042357
                     53,                 2.0677,                 2.5142,                 2.5547,                 0.3128,                0.34187,                0.31274,                0.16075,                 1.8099,                 2.5486,                 2.5242,             0.00040982,             0.00040982,             0.00040982
                     54,                 1.9831,                 2.4662,                  2.499,                0.31575,                0.35303,                0.32328,                0.16358,                 1.8054,                 2.5579,                 2.4904,             0.00039607,             0.00039607,             0.00039607
                     55,                  1.953,                 2.4878,                 2.5052,                0.58158,                0.31096,                0.35569,                0.16631,                 1.7834,                 2.5084,                 2.4717,             0.00038232,             0.00038232,             0.00038232
                     56,                   1.97,                  2.346,                 2.4768,                0.37648,                0.39369,                0.37436,                0.17536,                 1.7697,                 2.4049,                 2.4733,             0.00036857,             0.00036857,             0.00036857
                     57,                 1.9677,                 2.4008,                 2.4846,                0.45199,                 0.3818,                0.37739,                0.17534,                 1.7747,                 2.4068,                 2.4935,             0.00035483,             0.00035483,             0.00035483
                     58,                 1.9806,                 2.4557,                 2.4667,                0.49405,                0.40252,                0.37752,                0.18017,                 1.7768,                 2.3863,                 2.4899,             0.00034108,             0.00034108,             0.00034108
                     59,                 1.9181,                  2.286,                 2.3932,                0.54475,                0.38061,                0.38353,                0.19753,                 1.7167,                 2.3312,                 2.4328,             0.00032733,             0.00032733,             0.00032733
                     60,                 1.9405,                 2.4139,                  2.445,                0.43948,                0.37076,                0.37947,                0.19783,                 1.7355,                 2.3397,                 2.4206,             0.00031358,             0.00031358,             0.00031358
                     61,                 1.8773,                 2.2842,                 2.3755,                0.41944,                0.38791,                0.38245,                0.19627,                 1.7552,                 2.3517,                 2.4294,             0.00029983,             0.00029983,             0.00029983
                     62,                  1.846,                 2.3117,                 2.3805,                0.38856,                0.38645,                0.37475,                0.18785,                 1.7749,                 2.3603,                 2.4418,             0.00028608,             0.00028608,             0.00028608
                     63,                 1.8763,                 2.3491,                 2.3953,                0.41291,                0.43192,                0.41303,                0.20848,                 1.7238,                 2.2814,                 2.4073,             0.00027233,             0.00027233,             0.00027233
                     64,                 1.8635,                 2.1953,                 2.3699,                0.44798,                 0.4158,                0.43044,                0.22268,                 1.6995,                 2.2396,                  2.404,             0.00025859,             0.00025859,             0.00025859
                     65,                 1.9202,                 2.2863,                 2.4108,                0.52292,                0.39809,                0.44557,                0.23079,                 1.6853,                  2.232,                 2.4009,             0.00024484,             0.00024484,             0.00024484
                     66,                 1.8611,                 2.3248,                 2.3923,                0.52728,                0.42365,                0.44466,                0.22697,                 1.6854,                 2.2467,                  2.402,             0.00023109,             0.00023109,             0.00023109
                     67,                 1.8176,                 2.2242,                  2.331,                0.48008,                0.42097,                0.44584,                0.22539,                 1.6983,                 2.2219,                 2.3964,             0.00021734,             0.00021734,             0.00021734
                     68,                 1.8733,                 2.2622,                 2.3587,                0.41091,                0.46414,                0.45304,                0.23207,                 1.6618,                 2.1615,                 2.3544,             0.00020359,             0.00020359,             0.00020359
                     69,                 1.7692,                 2.1375,                  2.287,                 0.4009,                0.46101,                0.46058,                0.23355,                 1.6473,                 2.1547,                 2.3401,             0.00018984,             0.00018984,             0.00018984
                     70,                 1.8507,                  2.284,                 2.4047,                0.65252,                0.40143,                0.46794,                0.23974,                 1.6438,                  2.133,                 2.3276,             0.00017609,             0.00017609,             0.00017609
                     71,                 1.7618,                 2.5383,                 2.3163,                0.41994,                0.45068,                 0.4508,                0.23671,                 1.6494,                 2.1451,                 2.3155,             0.00016234,             0.00016234,             0.00016234
                     72,                  1.701,                 2.3415,                 2.2749,                0.36633,                0.48631,                0.43266,                0.22323,                 1.6755,                 2.2404,                 2.3314,              0.0001486,              0.0001486,              0.0001486
                     73,                 1.7294,                 2.3521,                 2.2882,                0.39558,                0.46089,                0.42559,                0.21593,                 1.6897,                 2.2814,                 2.3396,             0.00013485,             0.00013485,             0.00013485
                     74,                 1.7245,                 2.3201,                 2.3088,                0.39283,                0.45536,                0.41385,                0.20893,                  1.697,                 2.3157,                 2.3388,              0.0001211,              0.0001211,              0.0001211
                     75,                 1.7057,                 2.3939,                  2.303,                0.40117,                0.42873,                0.43231,                 0.2274,                 1.6612,                 2.2467,                 2.2991,             0.00010735,             0.00010735,             0.00010735
                     76,                 1.6746,                 2.2004,                 2.2531,                0.42141,                0.47996,                0.46081,                0.25318,                 1.6032,                 2.1542,                 2.2468,             9.3602e-05,             9.3602e-05,             9.3602e-05
                     77,                 1.6251,                 2.2175,                 2.2098,                0.42228,                0.48847,                0.47016,                0.25894,                 1.5766,                 2.1225,                 2.2275,             7.9853e-05,             7.9853e-05,             7.9853e-05
                     78,                 1.6548,                 2.1808,                  2.238,                0.40644,                0.48875,                0.47289,                0.26344,                 1.5514,                 2.0971,                 2.2085,             6.6105e-05,             6.6105e-05,             6.6105e-05
                     79,                 1.6318,                 2.1567,                 2.2173,                0.41331,                0.49349,                0.47733,                0.26466,                 1.5411,                 2.0859,                 2.1982,             5.2356e-05,             5.2356e-05,             5.2356e-05
                     80,                 1.6292,                 2.1606,                 2.2083,                0.43109,                0.50842,                0.48557,                0.26757,                  1.538,                 2.0727,                 2.1926,             3.8607e-05,             3.8607e-05,             3.8607e-05
