                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     34,                 2.3144,                  2.859,                 2.7712,                      0,                      0,                      0,                      0,                      0,                 239.24,                      0,             0.00075904,             0.00075904,             0.00075904
                     35,                 2.2897,                 2.8695,                 2.7447,                      0,                      0,                      0,                      0,                      0,                 229.13,                      0,             0.00074804,             0.00074804,             0.00074804
                     36,                  2.209,                 2.8406,                 2.6778,                      0,                      0,                      0,                      0,                      0,                 336.14,                      0,             0.00073704,             0.00073704,             0.00073704
                     37,                 2.1717,                 2.7669,                 2.6489,                      0,                      0,                      0,                      0,                      0,                 358.68,                      0,             0.00072604,             0.00072604,             0.00072604
                     38,                 2.1468,                 2.7387,                 2.6588,                      0,                      0,                      0,                      0,                      0,                    265,                      0,             0.00071504,             0.00071504,             0.00071504
                     39,                 2.1754,                  2.699,                 2.6413,                      0,                      0,                      0,                      0,                      0,                 232.15,                      0,             0.00070404,             0.00070404,             0.00070404
                     40,                 2.0927,                 2.6934,                 2.5897,                      0,                      0,                      0,                      0,                      0,                 197.18,                      0,             0.00069304,             0.00069304,             0.00069304
                     41,                 2.0763,                  2.634,                 2.5789,                      0,                      0,                      0,                      0,                      0,                 210.45,                      0,             0.00068204,             0.00068204,             0.00068204
                     42,                 2.0906,                 2.6394,                 2.5575,                      0,                      0,                      0,                      0,                      0,                 228.39,                      0,             0.00067104,             0.00067104,             0.00067104
                     43,                 2.0329,                 2.5957,                 2.5173,                      0,                      0,                      0,                      0,                      0,                 284.57,                      0,             0.00066005,             0.00066005,             0.00066005
                     44,                 1.9858,                 2.4691,                 2.4832,                      0,                      0,                      0,                      0,                      0,                 259.56,                      0,             0.00064905,             0.00064905,             0.00064905
                     45,                 1.9894,                 2.5284,                 2.4991,                      0,                      0,                      0,                      0,                      0,                 243.44,                      0,             0.00063805,             0.00063805,             0.00063805
                     46,                 2.0216,                 2.5701,                 2.4874,                      0,                      0,                      0,                      0,                      0,                 224.42,                      0,             0.00062705,             0.00062705,             0.00062705
                     47,                 1.9648,                 2.5626,                 2.4703,                      0,                      0,                      0,                      0,                      0,                 289.21,                      0,             0.00061605,             0.00061605,             0.00061605
                     48,                 1.9628,                 2.5086,                 2.4529,                      0,                      0,                      0,                      0,                      0,                 242.92,                      0,             0.00060505,             0.00060505,             0.00060505
                     49,                 1.9593,                 2.4493,                 2.4251,                      0,                      0,                      0,                      0,                      0,                 182.68,                      0,             0.00059405,             0.00059405,             0.00059405
                     50,                 1.9846,                 2.4296,                 2.4573,                      0,                      0,                      0,                      0,                      0,                 174.02,                      0,             0.00058305,             0.00058305,             0.00058305
                     51,                 1.9184,                 2.4211,                 2.4036,                      0,                      0,                      0,                      0,                      0,                 171.06,                      0,             0.00057205,             0.00057205,             0.00057205
                     52,                 1.9086,                 2.4017,                 2.3883,                      0,                      0,                      0,                      0,                      0,                 243.26,                      0,             0.00056105,             0.00056105,             0.00056105
                     53,                 1.8882,                 2.3672,                 2.3723,                      0,                      0,                      0,                      0,                      0,                 201.85,                      0,             0.00055006,             0.00055006,             0.00055006
                     54,                 1.8496,                 2.3482,                 2.3466,                      0,                      0,                      0,                      0,                      0,                 199.06,                      0,             0.00053906,             0.00053906,             0.00053906
                     55,                 1.8905,                 2.4387,                 2.3872,                      0,                      0,                      0,                      0,                      0,                 177.18,                      0,             0.00052806,             0.00052806,             0.00052806
                     56,                 1.8983,                 2.4086,                  2.382,                      0,                      0,                      0,                      0,                      0,                 212.03,                      0,             0.00051706,             0.00051706,             0.00051706
                     57,                  1.879,                 2.3292,                 2.3464,                      0,                      0,                      0,                      0,                      0,                 295.55,                      0,             0.00050606,             0.00050606,             0.00050606
                     58,                 1.8638,                 2.3277,                 2.3523,                      0,                      0,                      0,                      0,                      0,                 287.86,                      0,             0.00049506,             0.00049506,             0.00049506
                     59,                 1.8286,                 2.2348,                 2.3131,                      0,                      0,                      0,                      0,                      0,                 254.53,                      0,             0.00048406,             0.00048406,             0.00048406
                     60,                 1.8142,                 2.2767,                 2.2847,                      0,                      0,                      0,                      0,                      0,                  325.9,                      0,             0.00047306,             0.00047306,             0.00047306
                     61,                 1.7398,                 2.1427,                 2.2115,                      0,                      0,                      0,                      0,                      0,                 362.61,                      0,             0.00046206,             0.00046206,             0.00046206
                     62,                 1.7383,                 2.1225,                 2.2508,                      0,                      0,                      0,                      0,                      0,                 328.96,                      0,             0.00045107,             0.00045107,             0.00045107
                     63,                 1.7661,                 2.1515,                 2.2399,                      0,                      0,                      0,                      0,                      0,                  306.6,                      0,             0.00044007,             0.00044007,             0.00044007
                     64,                 1.7463,                 2.1622,                 2.2489,                      0,                      0,                      0,                      0,                      0,                 260.91,                      0,             0.00042907,             0.00042907,             0.00042907
                     65,                 1.6974,                  2.096,                 2.2119,                      0,                      0,                      0,                      0,                      0,                  283.8,                      0,             0.00041807,             0.00041807,             0.00041807
                     66,                 1.7519,                 2.1423,                 2.2361,                      0,                      0,                      0,                      0,                      0,                 286.62,                      0,             0.00040707,             0.00040707,             0.00040707
                     67,                 1.7349,                 2.1156,                 2.1964,                      0,                      0,                      0,                      0,                      0,                 262.93,                      0,             0.00039607,             0.00039607,             0.00039607
                     68,                 1.7361,                 2.1366,                 2.1996,                      0,                      0,                      0,                      0,                      0,                 239.22,                      0,             0.00038507,             0.00038507,             0.00038507
                     69,                 1.7425,                 2.1674,                 2.2439,                      0,                      0,                      0,                      0,                      0,                 205.14,                      0,             0.00037407,             0.00037407,             0.00037407
                     70,                 1.7357,                 2.1258,                 2.2109,                      0,                      0,                      0,                      0,                      0,                 215.31,                      0,             0.00036307,             0.00036307,             0.00036307
                     71,                 1.6578,                 2.0531,                 2.1688,                      0,                      0,                      0,                      0,                      0,                 272.61,                      0,             0.00035208,             0.00035208,             0.00035208
                     72,                 1.6775,                  2.088,                  2.179,                      0,                      0,                      0,                      0,                      0,                 292.35,                      0,             0.00034108,             0.00034108,             0.00034108
                     73,                  1.652,                 1.9816,                 2.1334,                      0,                      0,                      0,                      0,                      0,                 253.63,                      0,             0.00033008,             0.00033008,             0.00033008
                     74,                 1.6738,                   2.08,                 2.1797,                      0,                      0,                      0,                      0,                      0,                 219.62,                      0,             0.00031908,             0.00031908,             0.00031908
                     75,                 1.7381,                 2.0222,                  2.188,                      0,                      0,                      0,                      0,                      0,                 203.64,                      0,             0.00030808,             0.00030808,             0.00030808
                     76,                 1.6519,                 2.0756,                 2.1625,                      0,                      0,                      0,                      0,                      0,                    279,                      0,             0.00029708,             0.00029708,             0.00029708
                     77,                  1.643,                 2.0715,                 2.1545,                      0,                      0,                      0,                      0,                      0,                 364.68,                      0,             0.00028608,             0.00028608,             0.00028608
                     78,                 1.6205,                 1.9602,                 2.1055,                      0,                      0,                      0,                      0,                      0,                 396.84,                      0,             0.00027508,             0.00027508,             0.00027508
                     79,                  1.607,                 1.9179,                 2.0846,                      0,                      0,                      0,                      0,                      0,                 389.08,                      0,             0.00026408,             0.00026408,             0.00026408
                     80,                 1.5784,                 1.9671,                 2.0977,                      0,                      0,                      0,                      0,                      0,                 302.82,                      0,             0.00025309,             0.00025309,             0.00025309
                     81,                  1.662,                 1.9426,                 2.1122,                      0,                      0,                      0,                      0,                      0,                 269.73,                      0,             0.00024209,             0.00024209,             0.00024209
                     82,                 1.5681,                  1.932,                  2.076,                      0,                      0,                      0,                      0,                      0,                 264.57,                      0,             0.00023109,             0.00023109,             0.00023109
                     83,                 1.6347,                 1.9524,                 2.0968,                      0,                      0,                      0,                      0,                      0,                 304.55,                      0,             0.00022009,             0.00022009,             0.00022009
                     84,                 1.6212,                 1.9515,                 2.1102,                      0,                      0,                      0,                      0,                      0,                 321.18,                      0,             0.00020909,             0.00020909,             0.00020909
                     85,                 1.5728,                 1.8812,                 2.0424,                      0,                      0,                      0,                      0,                      0,                 295.42,                      0,             0.00019809,             0.00019809,             0.00019809
                     86,                 1.5713,                 1.8562,                 2.0455,                      0,                      0,                      0,                      0,                      0,                 289.73,                      0,             0.00018709,             0.00018709,             0.00018709
                     87,                 1.6124,                 1.9211,                 2.1071,                      0,                      0,                      0,                      0,                      0,                 310.36,                      0,             0.00017609,             0.00017609,             0.00017609
                     88,                  1.535,                 1.8612,                 2.0209,                      0,                      0,                      0,                      0,                      0,                 362.05,                      0,             0.00016509,             0.00016509,             0.00016509
                     89,                  1.543,                 1.8555,                 2.0299,                      0,                      0,                      0,                      0,                      0,                 391.17,                      0,              0.0001541,              0.0001541,              0.0001541
                     90,                 1.5307,                 1.8236,                 2.0107,                      0,                      0,                      0,                      0,                      0,                 401.17,                      0,              0.0001431,              0.0001431,              0.0001431
                     91,                 1.4808,                 2.0664,                 2.0417,                      0,                      0,                      0,                      0,                      0,                  384.1,                      0,              0.0001321,              0.0001321,              0.0001321
                     92,                 1.4587,                 1.9503,                 2.0255,                      0,                      0,                      0,                      0,                      0,                 328.18,                      0,              0.0001211,              0.0001211,              0.0001211
                     93,                 1.4748,                 1.9147,                 2.0108,                      0,                      0,                      0,                      0,                      0,                  288.9,                      0,              0.0001101,              0.0001101,              0.0001101
                     94,                 1.4243,                 1.8908,                 1.9724,                      0,                      0,                      0,                      0,                      0,                 267.31,                      0,             9.9101e-05,             9.9101e-05,             9.9101e-05
                     95,                 1.4721,                 1.9267,                 2.0141,                      0,                      0,                      0,                      0,                      0,                 255.26,                      0,             8.8102e-05,             8.8102e-05,             8.8102e-05
                     96,                 1.4394,                 1.8292,                 1.9919,                      0,                      0,                      0,                      0,                      0,                 265.69,                      0,             7.7103e-05,             7.7103e-05,             7.7103e-05
                     97,                 1.4313,                 1.8727,                 1.9954,                      0,                      0,                      0,                      0,                      0,                 298.71,                      0,             6.6105e-05,             6.6105e-05,             6.6105e-05
                     98,                 1.4077,                 1.8007,                 1.9832,                      0,                      0,                      0,                      0,                      0,                 325.83,                      0,             5.5106e-05,             5.5106e-05,             5.5106e-05
                     99,                 1.4049,                 1.7763,                 1.9852,                      0,                      0,                      0,                      0,                      0,                 347.73,                      0,             4.4107e-05,             4.4107e-05,             4.4107e-05
                    100,                 1.3694,                 1.7647,                 1.9496,                      0,                      0,                      0,                      0,                      0,                  372.8,                      0,             3.3108e-05,             3.3108e-05,             3.3108e-05
